Date,State,Confirmed,Total Confirmed,Recovered,Total_Recovered,Deceased,Total_Deceased
06-04-2020,Maharashtra,868,121,70,14,52,7
07-04-2020,Maharashtra,1018,150,79,9,64,12
08-04-2020,Maharashtra,1135,117,117,38,72,8
09-04-2020,Maharashtra,1364,229,125,8,97,25
10-04-2020,Maharashtra,1574,210,188,63,110,13
11-04-2020,Maharashtra,1761,187,208,20,127,17
12-04-2020,Maharashtra,1982,221,217,9,149,22
13-04-2020,Maharashtra,2334,352,229,12,160,11
14-04-2020,Maharashtra,2680,346,259,30,178,18
15-04-2020,Maharashtra,2916,236,295,36,187,9
16-04-2020,Maharashtra,3201,285,300,5,194,7
17-04-2020,Maharashtra,3321,120,331,31,201,7
18-04-2020,Maharashtra,3648,327,365,34,211,10
19-04-2020,Maharashtra,4200,552,507,142,223,12
20-04-2020,Maharashtra,4666,466,572,65,232,9
21-04-2020,Maharashtra,5218,552,722,150,251,19
22-04-2020,Maharashtra,5649,431,789,67,269,18
23-04-2020,Maharashtra,6427,778,840,51,283,14
24-04-2020,Maharashtra,6817,390,957,117,301,18
25-04-2020,Maharashtra,7628,811,1076,119,323,22
26-04-2020,Maharashtra,8068,440,1188,112,342,19
27-04-2020,Maharashtra,8590,522,1282,94,369,27
28-04-2020,Maharashtra,9318,728,1388,106,400,31
29-04-2020,Maharashtra,9915,597,1593,205,432,32
30-04-2020,Maharashtra,10498,583,1773,180,459,27
01-05-2020,Maharashtra,11506,1008,1879,106,485,26
02-05-2020,Maharashtra,12296,790,2000,121,521,36
03-05-2020,Maharashtra,12974,678,2115,115,548,27
04-05-2020,Maharashtra,14541,1567,2465,350,583,35
05-05-2020,Maharashtra,15525,984,2819,354,617,34
06-05-2020,Maharashtra,16758,1233,3094,275,651,34
07-05-2020,Maharashtra,17974,1216,3301,207,694,43
08-05-2020,Maharashtra,19063,1089,3470,169,731,37
09-05-2020,Maharashtra,20228,1165,3800,330,779,48
10-05-2020,Maharashtra,22171,1943,4199,399,832,53
11-05-2020,Maharashtra,23401,1230,4786,587,868,36
12-05-2020,Maharashtra,24427,1026,5125,339,921,53
13-05-2020,Maharashtra,25922,1495,5547,422,975,54
14-05-2020,Maharashtra,27524,1602,6089,542,1019,44
15-05-2020,Maharashtra,29100,1576,6564,475,1068,49
16-05-2020,Maharashtra,30706,1606,7088,524,1135,67
17-05-2020,Maharashtra,33053,2347,7688,600,1198,63
18-05-2020,Maharashtra,35058,2005,8437,749,1249,51
19-05-2020,Maharashtra,37136,2078,9639,1202,1325,76
20-05-2020,Maharashtra,39297,2161,10318,679,1390,65
21-05-2020,Maharashtra,41642,2345,11726,1408,1454,64
22-05-2020,Maharashtra,44582,2940,12583,857,1517,63
23-05-2020,Maharashtra,47190,2608,13404,821,1577,60
24-05-2020,Maharashtra,50231,3041,14600,1196,1635,58
25-05-2020,Maharashtra,52667,2436,15786,1186,1695,60
26-05-2020,Maharashtra,54758,2091,16954,1168,1792,97
27-05-2020,Maharashtra,56948,2190,17918,964,1897,105
28-05-2020,Maharashtra,59546,2598,18616,698,1982,85
29-05-2020,Maharashtra,62228,2682,26997,8381,2098,116
30-05-2020,Maharashtra,65168,2940,28081,1084,2197,99
31-05-2020,Maharashtra,67655,2487,29329,1248,2286,89
01-06-2020,Maharashtra,70013,2358,30108,779,2362,76
02-06-2020,Maharashtra,72300,2287,31333,1225,2465,103
03-06-2020,Maharashtra,74860,2560,32329,996,2587,122
04-06-2020,Maharashtra,77793,2933,33681,1352,2710,123
05-06-2020,Maharashtra,80229,2436,35147,1466,2849,139
06-06-2020,Maharashtra,82968,2739,37390,2243,2969,120
07-06-2020,Maharashtra,85975,3007,39314,1924,3060,91
08-06-2020,Maharashtra,88529,2554,40975,1661,3169,109
09-06-2020,Maharashtra,90787,2258,42639,1664,3289,120
10-06-2020,Maharashtra,94041,3254,44516,1877,3438,149
11-06-2020,Maharashtra,97648,3607,46078,1562,3590,152
12-06-2020,Maharashtra,101141,3493,47796,1718,3717,127
13-06-2020,Maharashtra,104568,3427,49346,1550,3830,113
14-06-2020,Maharashtra,107958,3390,50978,1632,3950,120
15-06-2020,Maharashtra,110744,2786,56049,5071,4128,178
16-06-2020,Maharashtra,113445,2701,57851,1802,5537,1409
17-06-2020,Maharashtra,116752,3307,59166,1315,5651,114
18-06-2020,Maharashtra,120504,3752,60838,1672,5751,100
19-06-2020,Maharashtra,124331,3827,62773,1935,5893,142
20-06-2020,Maharashtra,128205,3874,64153,1380,5984,91
21-06-2020,Maharashtra,132075,3870,65744,1591,6170,186
22-06-2020,Maharashtra,135796,3721,67706,1962,6283,113
23-06-2020,Maharashtra,139010,3214,69631,1925,6531,248
24-06-2020,Maharashtra,142899,3889,73792,4161,6739,208
25-06-2020,Maharashtra,147741,4842,77453,3661,6931,192
26-06-2020,Maharashtra,152765,5024,79815,2362,7106,175
27-06-2020,Maharashtra,159133,6368,84245,4430,7273,167
28-06-2020,Maharashtra,164626,5493,86575,2330,7429,156
29-06-2020,Maharashtra,169883,5257,88960,2385,7610,181
30-06-2020,Maharashtra,174761,4878,90911,1951,7855,245
01-07-2020,Maharashtra,180298,5537,93154,2243,8053,198
02-07-2020,Maharashtra,186626,6328,101172,8018,8178,125
03-07-2020,Maharashtra,192990,6364,104687,3515,8376,198
04-07-2020,Maharashtra,200064,7074,108082,3395,8671,295
05-07-2020,Maharashtra,206619,6555,111740,3658,8822,151
06-07-2020,Maharashtra,211987,5368,115262,3522,9026,204
07-07-2020,Maharashtra,217121,5134,118558,3296,9250,224
08-07-2020,Maharashtra,223724,6603,123192,4634,9448,198
09-07-2020,Maharashtra,230599,6875,127259,4067,9667,219
10-07-2020,Maharashtra,238461,7862,132625,5366,9893,226
11-07-2020,Maharashtra,246600,8139,136985,4360,10116,223
12-07-2020,Maharashtra,254427,7827,140325,3340,10289,173
13-07-2020,Maharashtra,260924,6497,144507,4182,10482,193
14-07-2020,Maharashtra,267665,6741,149007,4500,10695,213
15-07-2020,Maharashtra,275640,7975,152613,3606,10928,233
16-07-2020,Maharashtra,284281,8641,158140,5527,11194,266
17-07-2020,Maharashtra,292589,8308,160357,2217,11452,258
18-07-2020,Maharashtra,300937,8348,165663,5306,11596,144
19-07-2020,Maharashtra,310455,9518,169569,3906,11854,258
20-07-2020,Maharashtra,318695,8240,175029,5460,12030,176
21-07-2020,Maharashtra,327031,8336,182217,7188,12276,246
22-07-2020,Maharashtra,337607,10576,187769,5552,12556,280
23-07-2020,Maharashtra,347502,9895,194253,6484,12854,298
24-07-2020,Maharashtra,357117,9615,199967,5714,13132,278
25-07-2020,Maharashtra,366368,9251,207194,7227,13389,257
26-07-2020,Maharashtra,375799,9431,213238,6044,13656,267
27-07-2020,Maharashtra,383723,7924,221944,8706,13883,227
28-07-2020,Maharashtra,391440,7717,232277,10333,14165,282
29-07-2020,Maharashtra,400651,9211,239755,7478,14463,298
30-07-2020,Maharashtra,411798,11147,248615,8860,14729,266
31-07-2020,Maharashtra,422118,10320,256158,7543,14994,265
01-08-2020,Maharashtra,431719,9601,266883,10725,15316,322
02-08-2020,Maharashtra,441228,9509,276809,9926,15576,260
03-08-2020,Maharashtra,450196,8968,287030,10221,15842,266
04-08-2020,Maharashtra,457956,7760,299356,12326,16142,300
05-08-2020,Maharashtra,468265,10309,305521,6165,16476,334
06-08-2020,Maharashtra,479779,11514,316375,10854,16792,316
07-08-2020,Maharashtra,490262,10483,327281,10906,17092,300
08-08-2020,Maharashtra,503084,12822,338362,11081,17367,275
09-08-2020,Maharashtra,515332,12248,351710,13348,17757,390
10-08-2020,Maharashtra,524513,9181,358421,6711,18050,293
11-08-2020,Maharashtra,535601,11088,368435,10014,18306,256
12-08-2020,Maharashtra,548313,12712,381843,13408,18650,344
13-08-2020,Maharashtra,560126,11813,390958,9115,19063,413
14-08-2020,Maharashtra,572734,12608,401442,10484,19427,364
15-08-2020,Maharashtra,584754,12020,408286,6844,19749,322
16-08-2020,Maharashtra,595865,11111,417123,8837,20037,288
17-08-2020,Maharashtra,604358,8493,428514,11391,20265,228
18-08-2020,Maharashtra,615477,11119,437870,9356,20687,422
19-08-2020,Maharashtra,628642,13165,446881,9011,21033,346
20-08-2020,Maharashtra,643289,14647,459124,12243,21359,326
21-08-2020,Maharashtra,657450,14161,470873,11749,21698,339
22-08-2020,Maharashtra,671942,14492,480114,9241,21995,297
23-08-2020,Maharashtra,682383,10441,488271,8157,22253,258
24-08-2020,Maharashtra,693398,11015,502490,14219,22465,212
25-08-2020,Maharashtra,703823,10425,514790,12300,22794,329
26-08-2020,Maharashtra,718711,14888,522427,7637,23089,295
27-08-2020,Maharashtra,733568,14857,531563,9136,23444,355
28-08-2020,Maharashtra,747995,14427,543170,11607,23775,331
29-08-2020,Maharashtra,764281,16286,554711,11541,24103,328
30-08-2020,Maharashtra,780689,16408,562401,7690,24399,296
31-08-2020,Maharashtra,792541,11852,573559,11158,24583,184
01-09-2020,Maharashtra,808306,15765,584537,10978,24903,320
02-09-2020,Maharashtra,825739,17433,598496,13959,25195,292
03-09-2020,Maharashtra,843844,18105,612484,13988,25586,391
04-09-2020,Maharashtra,863062,19218,625773,13289,25964,378
05-09-2020,Maharashtra,883862,20800,636574,10801,26276,312
06-09-2020,Maharashtra,907212,23350,644400,7826,26604,328
07-09-2020,Maharashtra,923641,16429,659322,14922,27027,423
08-09-2020,Maharashtra,943772,20131,672556,13234,27407,380
09-09-2020,Maharashtra,967349,23577,686462,13906,27787,380
10-09-2020,Maharashtra,990795,23446,700715,14253,28282,495
11-09-2020,Maharashtra,1015681,24886,715023,14308,28724,442
12-09-2020,Maharashtra,1037765,22084,728512,13489,29115,391
13-09-2020,Maharashtra,1060308,22543,740061,11549,29531,416
14-09-2020,Maharashtra,1077374,17066,755850,15789,29894,363
15-09-2020,Maharashtra,1097856,20482,775273,19423,30409,515
16-09-2020,Maharashtra,1121221,23365,792832,17559,30883,474
17-09-2020,Maharashtra,1145840,24619,812354,19522,31351,468
18-09-2020,Maharashtra,1167496,21656,834432,22078,31791,440
19-09-2020,Maharashtra,1188015,20519,857933,23501,32216,425
20-09-2020,Maharashtra,1208642,20627,884341,26408,32671,455
21-09-2020,Maharashtra,1224380,15738,916348,32007,33015,344
22-09-2020,Maharashtra,1242770,18390,936554,20206,33407,392
23-09-2020,Maharashtra,1263799,21029,956030,19476,33886,479
24-09-2020,Maharashtra,1282963,19164,973214,17184,34345,459
25-09-2020,Maharashtra,1300757,17794,992806,19592,34761,416
26-09-2020,Maharashtra,1321176,20419,1016450,23644,35191,430
27-09-2020,Maharashtra,1339232,18056,1030015,13565,35571,380
28-09-2020,Maharashtra,1351153,11921,1049947,19932,35751,180
29-09-2020,Maharashtra,1366129,14976,1069159,19212,36181,430
30-09-2020,Maharashtra,1384446,18317,1088322,19163,36662,481
01-10-2020,Maharashtra,1400922,16476,1104426,16104,37056,394
02-10-2020,Maharashtra,1416513,15591,1117720,13294,37480,424
03-10-2020,Maharashtra,1430861,14348,1134555,16835,37758,278
04-10-2020,Maharashtra,1443409,12548,1149603,15048,38084,326
05-10-2020,Maharashtra,1453653,10244,1162585,12982,38347,263
06-10-2020,Maharashtra,1465911,12258,1179726,17141,38717,370
07-10-2020,Maharashtra,1480489,14578,1196441,16715,39072,355
08-10-2020,Maharashtra,1493884,13395,1212016,15575,39430,358
09-10-2020,Maharashtra,1506018,12134,1229339,17323,39732,302
10-10-2020,Maharashtra,1517434,11416,1255779,26440,40040,308
11-10-2020,Maharashtra,1528226,10792,1266240,10461,40345,305
12-10-2020,Maharashtra,1535315,7089,1281896,15656,40514,169
13-10-2020,Maharashtra,1543837,8522,1297252,15356,40701,187
14-10-2020,Maharashtra,1554389,10552,1316769,19517,40859,158
15-10-2020,Maharashtra,1564615,10226,1330483,13714,41196,337
16-10-2020,Maharashtra,1576062,11447,1344368,13885,41502,306
17-10-2020,Maharashtra,1586321,10259,1358606,14238,41965,463
18-10-2020,Maharashtra,1595381,9060,1369810,11204,42115,150
19-10-2020,Maharashtra,1601365,5984,1384879,15069,42240,125
20-10-2020,Maharashtra,1609516,8151,1392308,7429,42453,213
21-10-2020,Maharashtra,1617658,8142,1415679,23371,42633,180
22-10-2020,Maharashtra,1625197,7539,1431856,16177,42831,198
23-10-2020,Maharashtra,1632544,7347,1445103,13247,43015,184
24-10-2020,Maharashtra,1638961,6417,1455107,10004,43152,137
25-10-2020,Maharashtra,1645020,6059,1460755,5648,43264,112
26-10-2020,Maharashtra,1648665,3645,1470660,9905,43348,84
27-10-2020,Maharashtra,1654028,5363,1478496,7836,43463,115
28-10-2020,Maharashtra,1660766,6738,1486926,8430,43554,91
29-10-2020,Maharashtra,1666668,5902,1494809,7883,43710,156
30-10-2020,Maharashtra,1672858,6190,1503050,8241,43837,127
31-10-2020,Maharashtra,1678406,5548,1510353,7303,43911,74
01-11-2020,Maharashtra,1683775,5369,1514079,3726,44024,113
02-11-2020,Maharashtra,1687784,4009,1524304,10225,44128,104
03-11-2020,Maharashtra,1692693,4909,1531277,6973,44248,120
04-11-2020,Maharashtra,1698198,5505,1540005,8728,44548,300
05-11-2020,Maharashtra,1703444,5246,1551282,11277,44804,256
06-11-2020,Maharashtra,1710314,6870,1562342,11060,44965,161
07-11-2020,Maharashtra,1714273,3959,1569090,6748,45115,150
08-11-2020,Maharashtra,1719858,5585,1577322,8232,45240,125
09-11-2020,Maharashtra,1723135,3277,1577322,0,45325,85
10-11-2020,Maharashtra,1726926,3791,1588091,10769,45435,110
11-11-2020,Maharashtra,1731833,4907,1597255,9164,45560,125
12-11-2020,Maharashtra,1736329,4496,1605064,7809,45682,122
13-11-2020,Maharashtra,1740461,4132,1609607,4543,45809,127
14-11-2020,Maharashtra,1744698,4237,1612314,2707,45914,105
15-11-2020,Maharashtra,1747242,2544,1615379,3065,45974,60
16-11-2020,Maharashtra,1749777,2535,1618380,3001,46034,60
17-11-2020,Maharashtra,1752509,2732,1623503,5123,46102,68
18-11-2020,Maharashtra,1757520,5011,1630111,6608,46202,100
19-11-2020,Maharashtra,1763055,5535,1635971,5860,46356,154
20-11-2020,Maharashtra,1768695,5640,1642916,6945,46511,155
21-11-2020,Maharashtra,1774455,5760,1647004,4088,46573,62
22-11-2020,Maharashtra,1780208,5753,1651064,4060,46623,50
23-11-2020,Maharashtra,1784361,4153,1654793,3729,46653,30
24-11-2020,Maharashtra,1789800,5439,1658879,4086,46683,30
25-11-2020,Maharashtra,1795959,6159,1663723,4844,46748,65
26-11-2020,Maharashtra,1802365,6406,1668538,4815,46813,65
27-11-2020,Maharashtra,1808550,6185,1672627,4089,46898,85
28-11-2020,Maharashtra,1814515,5965,1676564,3937,46986,88
29-11-2020,Maharashtra,1820059,5544,1680926,4362,47071,85
30-11-2020,Maharashtra,1823896,3837,1685122,4196,47151,80
01-12-2020,Maharashtra,1828826,4930,1691412,6290,47246,95
02-12-2020,Maharashtra,1832176,3350,1695208,3796,47357,111
03-12-2020,Maharashtra,1837358,5182,1703274,8066,47472,115
04-12-2020,Maharashtra,1842587,5229,1710050,6776,47599,127
05-12-2020,Maharashtra,1847509,4922,1715884,5834,47694,95
06-12-2020,Maharashtra,1852266,4757,1723370,7486,47734,40
07-12-2020,Maharashtra,1855341,3075,1730715,7345,47774,40
08-12-2020,Maharashtra,1859367,4026,1737080,6365,47827,53
09-12-2020,Maharashtra,1864348,4981,1742191,5111,47902,75
10-12-2020,Maharashtra,1868172,3824,1747199,5008,47972,70
11-12-2020,Maharashtra,1872440,4268,1749973,2774,48059,87
12-12-2020,Maharashtra,1876699,4259,1753922,3949,48139,80
13-12-2020,Maharashtra,1880416,3717,1757005,3083,48209,70
14-12-2020,Maharashtra,1883365,2949,1761615,4610,48269,60
15-12-2020,Maharashtra,1886807,3442,1766010,4395,48339,70
16-12-2020,Maharashtra,1880893,-5914,1769897,3887,48434,95
17-12-2020,Maharashtra,1884773,3880,1774255,4358,48499,65
18-12-2020,Maharashtra,1888767,3994,1778722,4467,48574,75
19-12-2020,Maharashtra,1892707,3940,1781841,3119,48648,74
20-12-2020,Maharashtra,1896518,3811,1783905,2064,48746,98
21-12-2020,Maharashtra,1899352,2834,1789958,6053,48801,55
22-12-2020,Maharashtra,1902458,3106,1794080,4122,48876,75
23-12-2020,Maharashtra,1906371,3913,1801700,7620,48969,93
24-12-2020,Maharashtra,1909951,3580,1804871,3171,49058,89
25-12-2020,Maharashtra,1913382,3431,1806298,1427,49129,71
26-12-2020,Maharashtra,1916236,2854,1807824,1526,49189,60
27-12-2020,Maharashtra,1919550,3314,1809948,2124,49255,66
28-12-2020,Maharashtra,1922048,2498,1814449,4501,49305,50
29-12-2020,Maharashtra,1925066,3018,1820021,5572,49373,68
30-12-2020,Maharashtra,1928603,3537,1824934,4913,49463,90
31-12-2020,Maharashtra,1932112,3509,1828546,3612,49521,58
01-01-2021,Maharashtra,1935636,3524,1832825,4279,49580,59
02-01-2021,Maharashtra,1938854,3218,1834935,2110,49631,51
03-01-2021,Maharashtra,1942136,3282,1836999,2064,49666,35
04-01-2021,Maharashtra,1947011,4875,1847361,10362,49695,29
05-01-2021,Maharashtra,1950171,3160,1850189,2828,49759,64
06-01-2021,Maharashtra,1954553,4382,1852759,2570,49825,66
07-01-2021,Maharashtra,1958282,3729,1856109,3350,49897,72
08-01-2021,Maharashtra,1961975,3693,1858999,2890,49970,73
09-01-2021,Maharashtra,1965556,3581,1861400,2401,50027,57
10-01-2021,Maharashtra,1969114,3558,1863702,2302,50061,34
11-01-2021,Maharashtra,1971552,2438,1867988,4286,50101,40
12-01-2021,Maharashtra,1974488,2936,1871270,3282,50151,50
13-01-2021,Maharashtra,1978044,3556,1874279,3009,50221,70
14-01-2021,Maharashtra,1981623,3579,1877588,3309,50291,70
15-01-2021,Maharashtra,1984768,3145,1881088,3500,50336,45
16-01-2021,Maharashtra,1987678,2910,1884127,3039,50388,52
17-01-2021,Maharashtra,1990759,3081,1886469,2342,50438,50
18-01-2021,Maharashtra,1992683,1924,1890323,3854,50473,35
19-01-2021,Maharashtra,1994977,2294,1894839,4516,50523,50
20-01-2021,Maharashtra,1997992,3015,1899428,4589,50582,59
21-01-2021,Maharashtra,2000878,2886,1903408,3980,50634,52
22-01-2021,Maharashtra,2003657,2779,1906827,3419,50684,50
23-01-2021,Maharashtra,2006354,2697,1910521,3694,50740,56
24-01-2021,Maharashtra,2009106,2752,1912264,1743,50785,45
25-01-2021,Maharashtra,2010948,1842,1915344,3080,50815,30
26-01-2021,Maharashtra,2013353,2405,1917450,2106,50862,47
27-01-2021,Maharashtra,2015524,2171,1920006,2556,50894,32
28-01-2021,Maharashtra,2018413,2889,1923187,3181,50944,50
29-01-2021,Maharashtra,2021184,2771,1925800,2613,51000,56
30-01-2021,Maharashtra,2023814,2630,1927335,1535,51042,42
31-01-2021,Maharashtra,2026399,2585,1929005,1670,51082,40
01-02-2021,Maharashtra,2028347,1948,1932294,3289,51109,27
02-02-2021,Maharashtra,2030274,1927,1936305,4011,51139,30
03-02-2021,Maharashtra,2033266,2992,1943335,7030,51169,30
04-02-2021,Maharashtra,2036002,2736,1948674,5339,51215,46
05-02-2021,Maharashtra,2038630,2628,1952187,3513,51255,40
06-02-2021,Maharashtra,2041398,2768,1953926,1739,51280,25
07-02-2021,Maharashtra,2044071,2673,1955548,1622,51310,30
08-02-2021,Maharashtra,2046287,2216,1958971,3423,51325,15
09-02-2021,Maharashtra,2048802,2515,1961525,2554,51360,35
10-02-2021,Maharashtra,2052253,3451,1963946,2421,51390,30
11-02-2021,Maharashtra,2052905,652,1970053,6107,51415,25
12-02-2021,Maharashtra,2056575,3670,1972475,2422,51451,36
13-02-2021,Maharashtra,2060186,3611,1974248,1773,51489,38
14-02-2021,Maharashtra,2064278,4092,1975603,1355,51529,40
15-02-2021,Maharashtra,2067643,3365,1978708,3105,51552,23
16-02-2021,Maharashtra,2071306,3663,1981408,2700,51591,39
17-02-2021,Maharashtra,2076093,4787,1985261,3853,51631,40
18-02-2021,Maharashtra,2081520,5427,1987804,2543,51669,38
19-02-2021,Maharashtra,2087632,6112,1989963,2159,51713,44
20-02-2021,Maharashtra,2093913,6281,1992530,2567,51753,40
21-02-2021,Maharashtra,2100884,6971,1994947,2417,51788,35
22-02-2021,Maharashtra,2106094,5210,1999982,5035,51806,18
23-02-2021,Maharashtra,2112312,6218,2005851,5869,51857,51
24-02-2021,Maharashtra,2121119,8807,2008623,2772,51937,80
25-02-2021,Maharashtra,2129821,8702,2012367,3744,51993,56
26-02-2021,Maharashtra,2138154,8333,2017303,4936,52041,48
27-02-2021,Maharashtra,2146777,8623,2020951,3648,52092,51
28-02-2021,Maharashtra,2155070,8293,2024704,3753,52154,62
01-03-2021,Maharashtra,2161467,6397,2030458,5754,52184,30
02-03-2021,Maharashtra,2169330,7863,2036790,6332,52238,54
03-03-2021,Maharashtra,2179185,9855,2043349,6559,52280,42
04-03-2021,Maharashtra,2188183,8998,2049484,6135,52340,60
05-03-2021,Maharashtra,2198399,10216,2055951,6467,52393,53
06-03-2021,Maharashtra,2208586,10187,2062031,6080,52440,47
07-03-2021,Maharashtra,2219727,11141,2068044,6013,52478,38
08-03-2021,Maharashtra,2228471,8744,2077112,9068,52500,22
09-03-2021,Maharashtra,2238398,9927,2089294,12182,52556,56
10-03-2021,Maharashtra,2252057,13659,2099207,9913,52610,54
11-03-2021,Maharashtra,2266374,14317,2106400,7193,52667,57
12-03-2021,Maharashtra,2282191,15817,2117744,11344,52723,56
13-03-2021,Maharashtra,2297793,15602,2125211,7467,52811,88
14-03-2021,Maharashtra,2314413,16620,2134072,8861,52861,50
15-03-2021,Maharashtra,2329464,15051,2144743,10671,52909,48
16-03-2021,Maharashtra,2347328,17864,2154253,9510,52996,87
17-03-2021,Maharashtra,2370507,23179,2163391,9138,53080,84
18-03-2021,Maharashtra,2396340,25833,2175565,12174,53138,58
19-03-2021,Maharashtra,2422021,25681,2189965,14400,53208,70
20-03-2021,Maharashtra,2449147,27126,2203553,13588,53300,92
21-03-2021,Maharashtra,2479682,30535,2214867,11314,53399,99
22-03-2021,Maharashtra,2504327,24645,2234330,19463,53457,58
23-03-2021,Maharashtra,2533026,28699,2247495,13165,53589,132
24-03-2021,Maharashtra,2564881,31855,2262593,15098,53684,95
25-03-2021,Maharashtra,2600833,35952,2283037,20444,53795,111
26-03-2021,Maharashtra,2637735,36902,2300056,17019,53907,112
27-03-2021,Maharashtra,2673461,35726,2314579,14523,54073,166
28-03-2021,Maharashtra,2713875,40414,2332453,17874,54181,108
29-03-2021,Maharashtra,2745518,31643,2353307,20854,54283,102
30-03-2021,Maharashtra,2773436,27918,2377127,23820,54422,139
31-03-2021,Maharashtra,2812980,39544,2400727,23600,54649,227
01-04-2021,Maharashtra,2856163,43183,2433368,32641,54898,249
02-04-2021,Maharashtra,2904076,47913,2457494,24126,55379,481
03-04-2021,Maharashtra,2953523,49447,2495315,37821,55656,277
04-04-2021,Maharashtra,3010597,57074,2522823,27508,55878,222
05-04-2021,Maharashtra,3057885,47288,2549075,26252,56033,155
06-04-2021,Maharashtra,3113354,55469,2583331,34256,56330,297
07-04-2021,Maharashtra,3173261,59907,2613627,30296,56652,322
08-04-2021,Maharashtra,3229547,56286,2649757,36130,57028,376
09-04-2021,Maharashtra,3288540,58993,2695148,45391,57329,301
10-04-2021,Maharashtra,3343951,55411,2748153,53005,57638,309
11-04-2021,Maharashtra,3407245,63294,2782161,34008,57987,349
12-04-2021,Maharashtra,3458996,51751,2834473,52312,58245,258
13-04-2021,Maharashtra,3519208,60212,2866097,31624,58526,281
14-04-2021,Maharashtra,3578160,58952,2905721,39624,58804,278
15-04-2021,Maharashtra,3639855,61695,2959056,53335,59153,349
16-04-2021,Maharashtra,3703584,63729,3004391,45335,59551,398
17-04-2021,Maharashtra,3770707,67123,3061174,56783,59970,419
18-04-2021,Maharashtra,3839338,68631,3106828,45654,60473,503
19-04-2021,Maharashtra,3898262,58924,3159240,52412,60824,351
20-04-2021,Maharashtra,3960359,62097,3213464,54224,61343,519
21-04-2021,Maharashtra,4027827,67468,3268449,54985,61911,568
22-04-2021,Maharashtra,4094840,67013,3330747,62298,62479,568
23-04-2021,Maharashtra,4161676,66836,3404792,74045,63252,773
24-04-2021,Maharashtra,4228836,67160,3468610,63818,63928,676
25-04-2021,Maharashtra,4295027,66191,3530060,61450,64760,832
26-04-2021,Maharashtra,4343727,48700,3601796,71736,65284,524
27-04-2021,Maharashtra,4410085,66358,3669548,67752,66179,895
28-04-2021,Maharashtra,4473394,63309,3730729,61181,67214,1035
29-04-2021,Maharashtra,4539553,66159,3799266,68537,67985,771
30-04-2021,Maharashtra,4602472,62919,3868976,69710,68813,828
01-05-2021,Maharashtra,4665754,63282,3930302,61326,69615,802
02-05-2021,Maharashtra,4722401,56647,3981658,51356,70284,669
03-05-2021,Maharashtra,4771022,48621,4041158,59500,70851,567
04-05-2021,Maharashtra,4822902,51880,4107092,65934,71742,891
05-05-2021,Maharashtra,4880542,57640,4164098,57006,72662,920
06-05-2021,Maharashtra,4942736,62194,4227940,63842,73515,853
07-05-2021,Maharashtra,4996758,54022,4265326,37386,74413,898
08-05-2021,Maharashtra,5053336,56578,4347592,82266,75277,864
09-05-2021,Maharashtra,5101737,48401,4407818,60226,75849,572
10-05-2021,Maharashtra,5138973,37236,4469425,61607,76398,549
11-05-2021,Maharashtra,5179929,40956,4541391,71966,77191,793
12-05-2021,Maharashtra,5226710,46781,4600196,58805,78007,816
13-05-2021,Maharashtra,5269292,42582,4654731,54535,78857,850
14-05-2021,Maharashtra,5309215,39923,4707980,53249,79552,695
15-05-2021,Maharashtra,5344063,34848,4767053,59073,80512,960
16-05-2021,Maharashtra,5378452,34389,4826371,59318,81486,974
17-05-2021,Maharashtra,5405068,26616,4874582,48211,82486,1000
18-05-2021,Maharashtra,5433506,28438,4927480,52898,83777,1291
19-05-2021,Maharashtra,5467537,34031,4978937,51457,84371,594
20-05-2021,Maharashtra,5497448,29911,5026308,47371,85355,984
21-05-2021,Maharashtra,5527092,29644,5070801,44493,86618,1263
22-05-2021,Maharashtra,5553225,26133,5111095,40294,87300,682
23-05-2021,Maharashtra,5579897,26672,5140272,29177,88620,1320
24-05-2021,Maharashtra,5602019,22122,5182592,42320,89212,592
25-05-2021,Maharashtra,5626155,24136,5218768,36176,90349,1137
26-05-2021,Maharashtra,5650907,24752,5241833,23065,91341,992
27-05-2021,Maharashtra,5672180,21273,5276203,34370,92225,884
28-05-2021,Maharashtra,5692920,20740,5307874,31671,93198,973
29-05-2021,Maharashtra,5713215,20295,5339838,31964,94030,832
30-05-2021,Maharashtra,5731815,18600,5362370,22532,94844,814
31-05-2021,Maharashtra,5746892,15077,5395370,33000,95344,500
01-06-2021,Maharashtra,5761015,14123,5431319,35949,96198,854
02-06-2021,Maharashtra,5776184,15169,5460589,29270,96751,553
03-06-2021,Maharashtra,5791413,15229,5486206,25617,97394,643
04-06-2021,Maharashtra,5805565,14152,5507058,20852,98771,1377
05-06-2021,Maharashtra,5819224,13659,5528834,21776,99512,741
06-06-2021,Maharashtra,5831781,12557,5543267,14433,100130,618
07-06-2021,Maharashtra,5842000,10219,5564348,21081,100470,340
08-06-2021,Maharashtra,5852891,10891,5580925,16577,101172,702
09-06-2021,Maharashtra,5863880,10989,5597304,16379,101833,661
10-06-2021,Maharashtra,5876087,12207,5608753,11449,103748,1915
11-06-2021,Maharashtra,5887853,11766,5616857,8104,106367,2619
12-06-2021,Maharashtra,5898550,10697,5631767,14910,108333,1966
13-06-2021,Maharashtra,5908992,10442,5639271,7504,111104,2771
14-06-2021,Maharashtra,5917121,8129,5654003,14732,112696,1592
15-06-2021,Maharashtra,5924773,7652,5669179,15176,114154,1458
